competition_id,Ao5,round_type_id,group_id,is_extra,scramble_num,scramble,optimal_simulcount,simulcount_solution
CornyCubersIowaClassic2025,5.67,f,A,1,2,UR4+ DR5+ DL1+ UL5+ U2- R1- D4+ L2+ ALL5- y2 U4- R3- D5- L1- ALL3+,7,"UR(4,3) DL(2,-5) UL(2,1) U(-1,-5) ur(0,-1) ul(0,-3) /(4,0)"
Uppsalaligan2Luminous2025,5.67,f,A,0,1,UR5+ DR3+ DL6+ UL3+ U4+ R2- D3+ L0+ ALL3- y2 U5+ R5+ D4+ L4+ ALL3-,5,"DR(6,1) DL(6,5) L(-3,0) dr(-5,4) ul(1,5)"
Uppsalaligan2Luminous2025,5.67,f,A,0,2,UR5- DR1- DL0+ UL3- U4- R2- D1- L5+ ALL4- y2 U2+ R0+ D6+ L5- ALL0+,6,"UR(0,5) DR(-4,0) D(6,2) L(-2,1) dr(-4,6) \(-5,1)"
Uppsalaligan2Luminous2025,5.67,f,A,0,3,UR2- DR2- DL1+ UL1+ U0+ R3- D4- L1+ ALL3+ y2 U4- R3- D2- L2+ ALL1+,7,"UR(3,0) DR(3,0) U(-2,-2) R(1,-3) D(2,-4) L(-3,2) /(1,1)"
Uppsalaligan2Luminous2025,5.67,f,A,0,4,UR5+ DR1+ DL4+ UL3+ U4+ R1- D3+ L1+ ALL4- y2 U1+ R0+ D1+ L3+ ALL4-,6,"UR(-5,4) DR(0,3) UL(0,1) U(5,1) D(4,1) L(4,3)"
Uppsalaligan2Luminous2025,5.67,f,A,0,5,UR2+ DR5+ DL1+ UL5- U0+ R1+ D0+ L4- ALL1+ y2 U3- R3- D2- L3+ ALL0+,7,"UR(-2,1) DR(6,0) UL(-4,0) U(-3,-5) dr(0,3) ul(2,-3) ALL(0,-1)"
Uppsalaligan2Luminous2025,5.67,f,A,1,1,UR1- DR1+ DL5+ UL0+ U2+ R5- D1- L2- ALL5- y2 U3- R3- D6+ L1- ALL3-,7,"UR(-5,2) DR(-2,-1) DL(-3,6) U(4,-5) dr(0,-1) ul(0,-3) \(0,-2)"
Uppsalaligan2Luminous2025,5.67,f,A,1,2,UR4+ DR2+ DL1- UL1+ U3- R2- D1- L2- ALL1- y2 U0+ R1+ D5- L6+ ALL3+,5,"UR(-4,2) UL(2,-2) dr(5,6) dl(2,1) /(-2,-2)"
PolishOpen2025,5.67,d,A,0,1,UR3- DR0+ DL6+ UL1- U4+ R3+ D4+ L4+ ALL3+ y2 U1+ R2- D5- L4+ ALL0+,6,"UR(0,-2) D(2,1) L(3,-5) dr(2,-3) dl(3,-2) \(6,-3)"
PolishOpen2025,5.67,d,A,0,2,UR2+ DR4- DL4- UL4+ U6+ R5- D4- L6+ ALL5+ y2 U1+ R1+ D6+ L0+ ALL3-,5,"UR(-5,-1) UL(6,0) U(-1,6) ul(-3,1) \(-3,-1)"
PolishOpen2025,5.67,d,A,0,3,UR4+ DR4- DL1+ UL5- U5+ R5- D2+ L4+ ALL1- y2 U6+ R3+ D5- L5+ ALL1-,6,"UR(-4,1) DR(-3,-4) D(4,3) L(0,-2) dr(2,-5) ul(0,3)"
PolishOpen2025,5.67,d,A,0,4,UR0+ DR5- DL3- UL3+ U2- R4+ D4+ L2- ALL3+ y2 U2+ R2+ D2+ L5- ALL3+,5,"DR(1,5) DL(3,0) U(-1,2) L(-1,-5) ul(-4,2)"
PolishOpen2025,5.67,d,A,0,5,UR4- DR2+ DL2- UL1+ U5+ R1+ D5- L3+ ALL5- y2 U1- R4+ D5+ L3+ ALL0+,6,"UL(-2,-2) R(1,2) D(5,-1) dr(4,3) dl(-4,2) \(0,-5)"
PolishOpen2025,5.67,d,A,1,1,UR3- DR3+ DL4- UL4+ U5+ R0+ D5- L3+ ALL4- y2 U1+ R5- D4+ L5+ ALL4-,6,"UR(6,6) DR(6,-5) L(-3,-5) ur(6,-2) dl(1,4) ul(-3,3)"
PolishOpen2025,5.67,d,A,1,2,UR2+ DR5+ DL2- UL4+ U4+ R5- D4- L5+ ALL2+ y2 U3- R3- D4- L3- ALL5+,6,"DR(-4,3) DL(5,3) U(2,-4) R(2,-3) ur(-5,-3) /(1,-4)"
VERKVIII2025,5.67,f,A,0,1,UR4+ DR5- DL3+ UL1+ U3- R4+ D2+ L4+ ALL2+ y2 U0+ R6+ D1+ L5- ALL1-,5,"UL(-2,-4) R(-3,5) L(6,-5) dl(0,1) /(-1,4)"
VERKVIII2025,5.67,f,A,0,2,UR2- DR4- DL1+ UL6+ U1+ R3+ D5+ L4- ALL6+ y2 U4+ R6+ D2+ L2- ALL4-,7,"UR(2,0) DR(1,0) DL(-3,0) U(5,2) ur(0,-2) ul(-3,6) \(-2,0)"
VERKVIII2025,5.67,f,A,0,3,UR2+ DR0+ DL1+ UL1+ U4- R0+ D3+ L6+ ALL2- y2 U3- R4- D4+ L5+ ALL3+,7,"UR(-2,1) UL(3,2) D(-4,1) L(1,1) dr(0,4) ul(2,-4) ALL(5,0)"
VERKVIII2025,5.67,f,A,0,4,UR0+ DR2+ DL1- UL2+ U2+ R5- D0+ L2+ ALL1+ y2 U0+ R1- D1- L3+ ALL5-,6,"UR(3,5) DL(-1,-1) U(5,0) L(-2,3) dl(0,-1) \(4,2)"
VERKVIII2025,5.67,f,A,0,5,UR2+ DR2- DL3- UL4- U6+ R1- D3+ L5- ALL4- y2 U5+ R5+ D5+ L3- ALL1-,6,"UR(-4,-4) DR(5,5) D(-3,5) L(0,-3) dl(4,5) \(6,3)"
VERKVIII2025,5.67,f,A,1,1,UR5+ DR5+ DL6+ UL1+ U6+ R2- D1+ L5+ ALL3+ y2 U5- R5+ D1+ L3- ALL2-,5,"R(4,6) ur(1,-3) dl(-4,1) ul(6,-2) /(-1,6)"
VERKVIII2025,5.67,f,A,1,2,UR1+ DR1+ DL2- UL0+ U0+ R4+ D3+ L3+ ALL4- y2 U1- R5+ D2+ L5+ ALL4+,6,"UL(-1,-3) R(6,-4) D(-2,-1) dr(2,5) dl(6,-3) \(-5,-3)"
CubinginVenteira2025,5.67,d,A,0,1,UR2- DR2- DL4- UL3+ U3- R2+ D1- L4+ ALL6+ y2 U3+ R6+ D1- L2+ ALL6+,6,"UR(2,2) DL(-3,0) D(-2,6) dr(0,2) dl(0,-3) ul(0,-3)"
CubinginVenteira2025,5.67,d,A,0,2,UR1- DR4- DL2+ UL4- U1+ R0+ D6+ L4+ ALL3+ y2 U0+ R5- D3- L4- ALL3-,5,"DL(-4,1) U(4,-3) R(5,-5) L(2,-4) \(-2,-4)"
CubinginVenteira2025,5.67,d,A,0,3,UR3- DR0+ DL0+ UL5+ U3+ R1- D3+ L2- ALL2+ y2 U4+ R1- D5- L0+ ALL1+,6,"UR(-5,3) DR(-3,0) L(-3,0) dl(0,-5) ul(0,4) \(4,-3)"
CubinginVenteira2025,5.67,d,A,0,4,UR5+ DR1+ DL5- UL1+ U4+ R6+ D2- L1+ ALL5- y2 U6+ R3- D3+ L4- ALL4+,6,"DL(3,-1) U(2,3) R(0,-3) D(3,-2) ur(-4,-4) \(2,1)"
CubinginVenteira2025,5.67,d,A,0,5,UR5- DR2+ DL1- UL1+ U2- R4+ D4+ L0+ ALL0+ y2 U4+ R5+ D4+ L1+ ALL2-,6,"UR(4,0) U(2,3) R(-5,5) D(-5,4) dr(-2,1) /(3,-1)"
CubinginVenteira2025,5.67,d,A,1,1,UR5- DR5+ DL6+ UL6+ U5- R2+ D1- L2- ALL4- y2 U0+ R3- D4+ L1- ALL4-,5,"DL(2,-1) U(4,5) R(-2,-3) dr(2,-1) /(4,-4)"
CubinginVenteira2025,5.67,d,A,1,2,UR4- DR1+ DL2+ UL0+ U4+ R1+ D1+ L0+ ALL5+ y2 U5- R2- D1+ L0+ ALL0+,6,"UR(2,5) UL(-2,-2) D(-4,-2) dl(0,1) ul(-4,-3) \(-2,-5)"
IICubodeBarroES2025,5.67,f,A,0,1,UR5+ DR3+ DL5+ UL6+ U4- R5+ D4- L5+ ALL5- y2 U5+ R0+ D4- L5- ALL3+,6,"UR(-1,1) DL(-4,-2) U(6,6) ur(1,5) dr(1,2) /(5,-1)"
IICubodeBarroES2025,5.67,f,A,0,2,UR5+ DR2+ DL5+ UL2+ U2+ R4+ D2+ L4+ ALL2+ y2 U2+ R1- D0+ L1+ ALL2-,6,"UR(3,2) DL(1,-5) R(-2,-1) D(2,1) ur(2,1) /(2,2)"
IICubodeBarroES2025,5.67,f,A,0,3,UR2- DR4- DL4- UL2+ U0+ R3- D3+ L6+ ALL6+ y2 U1+ R4- D4+ L4+ ALL2+,5,"DL(-4,6) R(-3,-4) D(-3,1) dr(2,4) \(4,0)"
IICubodeBarroES2025,5.67,f,A,0,4,UR4+ DR5- DL3- UL5- U4+ R5- D1- L4- ALL6+ y2 U1- R3- D3- L2- ALL5+,6,"UR(-3,0) DR(-3,3) D(0,1) ur(-3,-2) dl(2,-3) /(4,-3)"
IICubodeBarroES2025,5.67,f,A,0,5,UR5+ DR3- DL4+ UL3- U1+ R3+ D5- L2- ALL4- y2 U3+ R2+ D0+ L1+ ALL1+,6,"UR(-3,0) DL(4,-5) R(-2,2) L(-3,-2) ur(-2,3) \(-2,-3)"
IICubodeBarroES2025,5.67,f,A,1,1,UR1+ DR4+ DL5- UL1- U3+ R0+ D5+ L1- ALL6+ y2 U3+ R2+ D5- L1+ ALL5-,7,"UR(-1,-3) DR(-4,-1) U(-2,5) D(0,3) L(-5,1) dl(0,2) ALL(0,1)"
IICubodeBarroES2025,5.67,f,A,1,2,UR0+ DR4- DL2- UL5- U3+ R5+ D4+ L5+ ALL3+ y2 U6+ R5+ D3+ L0+ ALL5+,5,"UL(2,-1) R(-1,2) D(2,6) dl(-1,3) \(1,-3)"
JiangmenOpen2025,5.67,d,C,0,1,UR2+ DR0+ DL1+ UL4- U2+ R6+ D2- L2- ALL3- y2 U3+ R2+ D3- L2+ ALL5-,6,"DR(4,1) D(-3,3) L(5,-5) dr(-4,-5) dl(-1,2) /(-1,3)"
JiangmenOpen2025,5.67,d,C,0,2,UR1- DR0+ DL1- UL4+ U2- R5- D5- L4+ ALL4- y2 U2- R1- D5+ L4+ ALL2-,7,"UR(-1,1) DR(-5,3) D(-1,-1) L(5,-1) dr(0,5) ul(0,-1) /(0,-2)"
JiangmenOpen2025,5.67,d,C,0,3,UR3- DR5- DL4+ UL3+ U4+ R3- D5- L3- ALL5- y2 U5- R5- D2+ L4- ALL6+,6,"UL(-4,-1) R(-1,-5) D(6,1) ur(1,6) dr(1,2) /(-2,3)"
JiangmenOpen2025,5.67,d,C,0,4,UR4+ DR4+ DL3+ UL5- U1+ R4- D3+ L0+ ALL6+ y2 U1+ R1- D6+ L5- ALL0+,5,"DL(2,-3) R(-4,-1) ur(-3,1) dr(-3,6) \(-4,-2)"
JiangmenOpen2025,5.67,d,C,0,5,UR4- DR4- DL3- UL2- U6+ R4- D2- L4+ ALL1+ y2 U1+ R2+ D3- L6+ ALL3-,6,"DR(2,0) R(-2,5) D(-5,1) L(1,6) dl(2,-3) /(-2,6)"
JiangmenOpen2025,5.67,d,C,1,1,UR4- DR0+ DL4+ UL3+ U3+ R5- D5- L3+ ALL1- y2 U1+ R3- D1+ L6+ ALL2-,7,"UR(-3,3) U(1,1) D(1,-4) L(2,-2) ur(0,-4) ul(0,-3) \(1,0)"
JiangmenOpen2025,5.67,d,C,1,2,UR2- DR0+ DL3+ UL0+ U1- R2- D2- L3- ALL4+ y2 U1+ R2+ D4- L2- ALL4+,5,"UR(4,2) U(-1,-4) R(0,2) D(-1,3) ur(1,-2)"
DomBoscoaoCubo2025,5.67,f,A,0,1,UR1- DR3+ DL1+ UL1+ U1+ R5- D3+ L4- ALL2- y2 U3- R3+ D5+ L5- ALL1-,7,"UR(-1,3) DR(5,0) R(-1,3) D(0,-3) L(2,2) dr(0,5) \(-2,1)"
DomBoscoaoCubo2025,5.67,f,A,0,2,UR3+ DR5- DL3+ UL3+ U3- R5- D0+ L6+ ALL2+ y2 U2- R3+ D4+ L4+ ALL2+,5,"UR(-3,3) DR(1,3) R(-3,3) D(1,-2) dr(0,4)"
DomBoscoaoCubo2025,5.67,f,A,0,3,UR1+ DR1+ DL3- UL3- U5- R4- D1- L5- ALL5- y2 U3- R3- D6+ L3- ALL2+,6,"UR(2,1) DL(3,4) U(5,6) L(-4,-3) ul(-5,-3) \(-1,6)"
DomBoscoaoCubo2025,5.67,f,A,0,4,UR1+ DR2+ DL5- UL1- U1+ R6+ D1+ L1- ALL6+ y2 U4- R2- D4- L4- ALL4-,6,"DL(-4,-2) UL(-1,3) R(3,-2) D(6,-4) dr(3,-4) /(-5,3)"
DomBoscoaoCubo2025,5.67,f,A,0,5,UR5+ DR1- DL1+ UL0+ U3- R6+ D5- L3- ALL2- y2 U4+ R5+ D0+ L5- ALL3+,6,"UR(-2,3) DL(5,0) R(4,1) L(-3,-5) ul(-5,4) \(3,4)"
DomBoscoaoCubo2025,5.67,f,A,1,1,UR6+ DR1+ DL1- UL5+ U2- R1+ D2- L5- ALL1+ y2 U5- R6+ D5- L4+ ALL4-,7,"UR(6,0) DL(1,0) U(-3,3) R(-2,6) D(1,-5) dr(0,4) /(5,0)"
DomBoscoaoCubo2025,5.67,f,A,1,2,UR1+ DR3- DL5- UL2+ U3- R2+ D2+ L0+ ALL6+ y2 U2- R4- D6+ L4+ ALL6+,5,"DL(3,6) D(3,4) dr(-4,4) dl(-5,2) ul(1,6)"
ElyuCubeClashII2025,5.67,d,B,0,1,UR4+ DR5+ DL4+ UL1+ U1+ R6+ D5+ L1- ALL6+ y2 U4+ R4+ D5- L5+ ALL4-,7,"UR(-3,4) DL(-2,3) UL(-3,0) L(1,-2) dr(2,-5) ul(0,4) \(-2,0)"
ElyuCubeClashII2025,5.67,d,B,0,2,UR5+ DR5+ DL5+ UL4- U0+ R2+ D2+ L0+ ALL4- y2 U5- R3- D4+ L3- ALL4-,5,"UL(-1,2) D(0,5) dr(-3,-3) dl(5,-5) ul(0,2)"
ElyuCubeClashII2025,5.67,d,B,0,3,UR4+ DR6+ DL1- UL5+ U1- R0+ D4+ L4- ALL5+ y2 U4- R2- D6+ L5+ ALL0+,6,"DR(3,0) U(4,6) R(-1,-5) ur(2,5) ul(1,3) \(-3,-4)"
ElyuCubeClashII2025,5.67,d,B,0,4,UR4+ DR4+ DL3- UL5+ U3- R0+ D0+ L5- ALL4- y2 U3+ R6+ D6+ L3- ALL2+,6,"UR(4,4) UL(2,-3) D(-1,3) L(1,-3) dl(-3,6) \(-1,-5)"
ElyuCubeClashII2025,5.67,d,B,0,5,UR4- DR3+ DL6+ UL1- U0+ R2+ D2+ L5- ALL0+ y2 U3+ R2+ D2- L5- ALL3+,7,"UR(-1,-1) U(6,-2) R(0,-1) D(1,0) L(0,-5) ul(1,3) /(2,-5)"
ElyuCubeClashII2025,5.67,d,B,1,1,UR1- DR5- DL5+ UL2+ U4+ R6+ D2- L2- ALL6+ y2 U4- R1- D3- L2- ALL4-,5,"UL(-5,-1) D(2,-4) dr(3,-2) dl(-5,-1) \(4,6)"
ElyuCubeClashII2025,5.67,d,B,1,2,UR5- DR0+ DL3+ UL5+ U0+ R3+ D3+ L5- ALL3- y2 U6+ R5+ D1- L3+ ALL0+,6,"DR(2,-4) DL(4,3) L(5,3) dl(-2,-1) ul(-1,6) /(3,6)"
SlovakChampionship2025,5.67,e,B,0,1,UR4- DR2+ DL1+ UL4- U4- R6+ D4- L0+ ALL6+ y2 U2- R1+ D5+ L5+ ALL3+,6,"DR(4,0) DL(3,4) R(4,1) D(6,-2) dr(-3,5) /(-1,4)"
SlovakChampionship2025,5.67,e,B,0,2,UR2+ DR2+ DL1- UL0+ U2- R1- D6+ L0+ ALL3+ y2 U5+ R5- D1+ L1- ALL1-,6,"DR(-2,0) R(-1,6) D(-5,5) L(1,-1) dl(2,1) ALL(-4,0)"
SlovakChampionship2025,5.67,e,B,0,3,UR1+ DR6+ DL1+ UL6+ U1+ R5+ D2- L6+ ALL2- y2 U1+ R5- D4+ L0+ ALL4-,6,"UR(0,-1) DL(-1,-2) U(4,-3) D(-4,1) dl(-5,-5) \(-4,6)"
SlovakChampionship2025,5.67,e,B,0,4,UR3- DR2+ DL1- UL1+ U6+ R3- D5+ L4+ ALL3+ y2 U1+ R2+ D0+ L0+ ALL2+,6,"UR(-4,-5) DL(-4,5) UL(0,1) R(-4,2) D(-2,1) \(0,1)"
SlovakChampionship2025,5.67,e,B,0,5,UR4- DR3+ DL1+ UL5- U2+ R0+ D4- L3- ALL5- y2 U0+ R6+ D3- L4- ALL5-,5,"UR(-5,1) DL(0,3) R(6,6) L(-5,-1) dr(-5,-3)"
SlovakChampionship2025,5.67,e,B,1,1,UR1- DR5+ DL3+ UL3+ U5- R0+ D2- L0+ ALL1- y2 U5- R2- D1- L2- ALL5-,7,"UR(3,0) DL(6,1) R(5,-2) D(0,-4) ur(-3,-1) dr(-1,-1) \(0,4)"
SlovakChampionship2025,5.67,e,B,1,2,UR5+ DR2+ DL2- UL1+ U3+ R6+ D2+ L4- ALL2+ y2 U0+ R0+ D0+ L1- ALL4-,5,"UR(-1,-5) DL(-2,3) UL(4,-3) L(3,-1) /(5,1)"
ColoradoSpringsSummer2025,5.67,f,A,0,1,UR4+ DR3+ DL1- UL1- U4- R4+ D1+ L1- ALL4+ y2 U1- R6+ D6+ L1+ ALL5-,6,"UR(1,-1) DR(0,-4) D(-3,-1) L(3,1) dl(-1,6) /(3,6)"
ColoradoSpringsSummer2025,5.67,f,A,0,2,UR5+ DR5+ DL1- UL4+ U2- R3- D4+ L6+ ALL4+ y2 U1- R2- D0+ L0+ ALL2-,5,"UR(5,-2) DL(3,6) D(1,1) ul(3,-2) /(2,4)"
ColoradoSpringsSummer2025,5.67,f,A,0,3,UR1- DR4+ DL5- UL3+ U4- R0+ D6+ L5- ALL6+ y2 U2+ R5+ D3- L6+ ALL1+,7,"UR(2,-2) DR(-5,0) L(-5,0) ur(0,2) dr(0,4) dl(1,5) /(3,2)"
ColoradoSpringsSummer2025,5.67,f,A,0,4,UR5+ DR4+ DL3+ UL5- U1+ R5+ D0+ L3- ALL0+ y2 U3+ R0+ D2+ L2- ALL0+,5,"DL(5,3) U(-1,2) R(-2,-5) ur(-4,-2) ul(4,5)"
ColoradoSpringsSummer2025,5.67,f,A,0,5,UR4- DR2+ DL5- UL4- U3- R3+ D1+ L5- ALL2- y2 U2+ R1- D3- L2- ALL2+,6,"UR(-1,0) DL(2,-1) D(0,2) dr(-4,-2) dl(0,-1) \(-4,0)"
ColoradoSpringsSummer2025,5.67,f,A,1,1,UR4- DR1+ DL1+ UL3+ U4+ R4- D3+ L1- ALL2+ y2 U5+ R3+ D4- L5- ALL5+,6,"DR(-5,-2) U(-3,-2) L(-3,-5) dl(-3,-2) ul(-2,5) \(-1,-2)"
ColoradoSpringsSummer2025,5.67,f,A,1,2,UR2- DR3- DL2+ UL2- U5+ R3+ D0+ L5- ALL5- y2 U6+ R5- D5- L3- ALL3+,7,"UR(-1,0) DR(3,-2) D(-2,6) L(5,-3) dl(0,-5) \(-3,0) ALL(5,0)"
GibraltarOpen2025,5.67,d,C,0,1,UR3- DR5- DL2+ UL3+ U2+ R4- D3- L3- ALL2- y2 U0+ R6+ D1- L4- ALL1-,6,"UR(-2,3) DL(6,2) R(2,6) L(4,-3) dr(-3,-1) /(6,5)"
GibraltarOpen2025,5.67,d,C,0,2,UR1+ DR3- DL0+ UL5+ U1- R4+ D2- L5- ALL5+ y2 U0+ R6+ D2+ L1- ALL0+,6,"UR(-5,-1) DR(5,2) R(-2,3) dr(2,-1) dl(4,3) \(4,1)"
GibraltarOpen2025,5.67,d,C,0,3,UR4+ DR5+ DL4- UL4+ U4- R3- D3+ L4- ALL4- y2 U4+ R5- D6+ L4+ ALL2+,6,"DL(-4,1) UL(-4,5) R(6,1) ur(4,4) dl(1,6) /(0,6)"
GibraltarOpen2025,5.67,d,C,0,4,UR4+ DR2- DL2- UL2+ U6+ R2+ D1- L5- ALL4+ y2 U4- R3- D0+ L0+ ALL1-,5,"DL(5,1) UL(0,-4) R(-4,-3) D(0,-4) \(3,2)"
GibraltarOpen2025,5.67,d,C,0,5,UR2+ DR3- DL4+ UL4- U6+ R1- D0+ L2+ ALL5+ y2 U0+ R6+ D5+ L5+ ALL5+,5,"UR(-2,4) DR(-1,5) UL(-2,1) R(5,6) dr(1,5)"
GibraltarOpen2025,5.67,d,C,1,1,UR4- DR2+ DL5+ UL5+ U5- R3+ D5+ L5+ ALL4- y2 U2- R0+ D5+ L6+ ALL4+,6,"UR(-1,0) UL(-3,-1) U(-4,-3) ur(0,-2) dr(3,-4) \(5,-1)"
GibraltarOpen2025,5.67,d,C,1,2,UR3- DR1- DL4+ UL4+ U3+ R5+ D6+ L4- ALL2- y2 U6+ R5- D2+ L4- ALL1-,6,"DR(3,3) UL(-4,-4) R(-4,-5) ur(1,6) dr(1,2) \(3,-4)"
LazarilloSalamancaOpen2025,5.67,c,A,0,1,UR3- DR5+ DL2- UL2- U5+ R6+ D5+ L1+ ALL5+ y2 U2+ R1+ D1+ L2+ ALL3+,5,"DR(4,1) L(3,0) ur(6,2) dl(6,1) /(-3,5)"
LazarilloSalamancaOpen2025,5.67,c,A,0,2,UR6+ DR3- DL2+ UL5+ U6+ R3- D3+ L5- ALL3+ y2 U4- R0+ D1+ L2+ ALL3+,5,"DL(-2,2) UL(-5,-2) L(5,5) ur(0,-4) dr(0,1)"
LazarilloSalamancaOpen2025,5.67,c,A,0,3,UR2- DR6+ DL1- UL5- U2- R1- D2+ L1- ALL5- y2 U1+ R4- D0+ L4- ALL2-,6,"UR(-3,4) D(5,5) L(-5,-4) dr(1,0) ul(4,-4) \(-5,2)"
LazarilloSalamancaOpen2025,5.67,c,A,0,4,UR2+ DR0+ DL4+ UL4+ U2+ R2+ D2- L4+ ALL5- y2 U3+ R5+ D3- L4- ALL5-,6,"UR(4,-4) R(4,0) D(-2,-1) ur(5,-4) dl(2,-3) ul(0,-4)"
LazarilloSalamancaOpen2025,5.67,c,A,0,5,UR1+ DR5+ DL1+ UL1- U2+ R0+ D1- L1+ ALL1+ y2 U2+ R3- D6+ L4- ALL2-,6,"DR(-3,-3) U(-2,6) R(-3,-3) D(-2,2) L(-1,-4) /(2,1)"
LazarilloSalamancaOpen2025,5.67,c,A,1,1,UR1+ DR2- DL1+ UL4+ U5- R6+ D2- L1- ALL0+ y2 U6+ R2- D4+ L5+ ALL1+,6,"DR(-5,0) DL(-4,-2) L(0,5) dl(2,4) ul(-5,6) /(-2,1)"
LazarilloSalamancaOpen2025,5.67,c,A,1,2,UR2- DR2+ DL0+ UL6+ U6+ R3- D4- L1+ ALL6+ y2 U5+ R2- D4- L3- ALL2+,7,"UR(2,0) DR(1,0) U(0,-4) D(1,-5) L(5,-3) ul(-1,-2) /(4,0)"
CubingwiththeKKCats2025,5.67,c,A,0,1,UR3- DR4- DL6+ UL2- U4- R0+ D6+ L2+ ALL0+ y2 U5- R3- D5+ L2+ ALL3-,6,"DL(4,-1) U(-3,5) R(-5,2) L(2,2) ul(3,-5) \(-2,5)"
CubingwiththeKKCats2025,5.67,c,A,0,2,UR3+ DR1- DL6+ UL6+ U5- R1- D0+ L4- ALL4+ y2 U6+ R0+ D0+ L2- ALL1+,6,"UR(-1,0) DL(-5,0) UL(-3,-4) D(0,-4) ur(1,-2) \(0,3)"
CubingwiththeKKCats2025,5.67,c,A,0,3,UR2+ DR2+ DL1+ UL5+ U6+ R3- D1+ L1+ ALL2+ y2 U0+ R2+ D3- L3+ ALL2-,6,"UR(-1,4) DL(-4,6) L(-3,-4) dr(-4,-5) dl(0,2) \(-5,-3)"
CubingwiththeKKCats2025,5.67,c,A,0,4,UR0+ DR5+ DL4- UL5- U0+ R6+ D3+ L3- ALL4- y2 U2- R3- D2- L2- ALL3-,5,"DR(-4,6) U(5,-2) R(5,-3) ur(-2,-2) \(-2,1)"
CubingwiththeKKCats2025,5.67,c,A,0,5,UR2- DR3+ DL2+ UL5+ U3- R5+ D6+ L3+ ALL4+ y2 U4- R6+ D1- L0+ ALL4-,6,"DR(2,0) DL(2,4) R(4,-5) D(-3,-4) dl(3,-1) /(5,3)"
CubingwiththeKKCats2025,5.67,c,A,1,1,UR2+ DR4+ DL5- UL4+ U5- R3- D5- L1- ALL3- y2 U5+ R2- D3- L5+ ALL1-,7,"UR(-1,0) DL(2,0) U(0,-3) R(-2,-2) D(4,0) ur(3,5) \(6,4)"
CubingwiththeKKCats2025,5.67,c,A,1,2,UR1- DR2+ DL1+ UL4- U5+ R1+ D2- L2- ALL4+ y2 U3+ R4- D4- L1+ ALL4+,5,"DR(-2,-4) DL(3,4) D(-2,3) L(2,1) dl(-5,-4)"
RutaCuberaCheraOpen2025,5.67,d,A,0,1,UR1+ DR4+ DL2+ UL6+ U2- R5- D4- L4+ ALL5+ y2 U1+ R5- D0+ L4+ ALL5+,5,"UR(-5,3) DR(-2,3) R(-5,-2) ur(-1,4) ul(2,-3)"
RutaCuberaCheraOpen2025,5.67,d,A,0,2,UR5+ DR6+ DL0+ UL2- U5- R1- D5- L2+ ALL2+ y2 U4- R3+ D4+ L4- ALL3+,6,"UR(2,2) D(-1,1) ur(-1,4) dr(1,4) ul(-2,3) \(-1,0)"
RutaCuberaCheraOpen2025,5.67,d,A,0,3,UR0+ DR2- DL4+ UL6+ U5- R6+ D5+ L5+ ALL1- y2 U3+ R4+ D5+ L4+ ALL3-,6,"UL(-1,5) R(-4,-1) D(5,3) L(-2,4) dl(3,5) /(5,-3)"
RutaCuberaCheraOpen2025,5.67,d,A,0,4,UR6+ DR6+ DL2- UL2+ U5+ R1+ D4+ L2- ALL4- y2 U5- R3- D2+ L0+ ALL3-,6,"UR(-1,0) DL(2,4) D(2,0) dl(-1,2) ul(-3,-5) /(-3,2)"
RutaCuberaCheraOpen2025,5.67,d,A,0,5,UR3+ DR2- DL3- UL4- U1- R1+ D3+ L3+ ALL6+ y2 U0+ R4- D2+ L4+ ALL3-,6,"DR(-2,0) DL(4,0) U(2,2) dr(-4,4) dl(6,-4) /(0,-3)"
RutaCuberaCheraOpen2025,5.67,d,A,1,1,UR5+ DR3- DL4+ UL1- U2- R2+ D2- L4+ ALL6+ y2 U0+ R0+ D5- L0+ ALL5+,5,"UR(-5,4) DR(1,3) UL(5,-3) U(-2,-5) \(0,1)"
RutaCuberaCheraOpen2025,5.67,d,A,1,2,UR1- DR1- DL0+ UL5- U0+ R2- D4+ L6+ ALL0+ y2 U5+ R4+ D6+ L0+ ALL5+,6,"UR(4,3) DL(-1,-5) U(2,6) D(-2,1) ul(0,4) \(-4,-1)"
IICapixabaChallenge2025,5.67,d,B,0,1,UR5- DR2- DL1+ UL4- U3- R6+ D4+ L5+ ALL6+ y2 U3+ R5+ D4- L3- ALL1+,6,"DR(-2,0) R(3,-3) D(-1,3) L(-2,-3) dl(-2,-4) /(-4,-3)"
IICapixabaChallenge2025,5.67,d,B,0,2,UR0+ DR2+ DL3- UL5+ U5+ R1- D2+ L0+ ALL0+ y2 U4+ R1+ D3- L2+ ALL5-,6,"DR(-1,0) UL(2,2) L(-4,2) dl(6,-3) ul(0,4) /(-1,6)"
IICapixabaChallenge2025,5.67,d,B,0,3,UR0+ DR2+ DL0+ UL0+ U0+ R1+ D2- L5- ALL4- y2 U0+ R4+ D5+ L3+ ALL0+,5,"U(0,5) R(-3,4) L(5,3) ul(2,0) ALL(4,0)"
IICapixabaChallenge2025,5.67,d,B,0,4,UR3- DR5- DL3+ UL2+ U1+ R4- D5+ L6+ ALL4- y2 U5- R3- D4+ L4+ ALL4-,5,"DL(-3,-3) D(0,-2) L(4,0) dr(-1,4) ul(-1,-3)"
